code,name,description,is_enabled,extra
F259,"TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO",TRASTORNOS ESQUIZOAFECTANIVOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F28X,OTROS TRASTORNOS PSICOTICOS  DE ORIGEN NO ORGANICO,OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F29X,"PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA","PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F300,HIPOMANIA,EPISODIO MANIACO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F301,MANIA SIN SINTOMAS PSICOTICOS,EPISODIO MANIACO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F302,MANIA CON SINTOMAS PSICOTICOS,EPISODIO MANIACO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F308,OTROS EPISODIOS MANIACOS,EPISODIO MANIACO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F309,"EPISODIO MANIACO, NO ESPECIFICADO",EPISODIO MANIACO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F310,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F311,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F312,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F313,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F314,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F315,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F316,"TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F317,"TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F318,OTROS TRASTORNOS AFECTIVOS BIPOLARES,TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F319,"TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO",TRASTORNO AFECTIVO BIPOLAR,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F320,EPISODIO DEPRESIVO LEVE,EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F321,EPISODIO DEPRESIVO MODERADO,EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F322,EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS,EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F323,EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS,EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F328,OTROS EPISODIOS DEPRESIVOS,EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F329,"EPISODIO DEPRESIVO, NO ESPECIFICADO",EPISODIO DEPRESIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F330,"TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE",TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F331,"TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE",TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F332,"TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS",TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F333,"TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS",TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F334,TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION,TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F338,OTROS TRASTORNOS DEPRESIVOS RECURRENTES,TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F339,"TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO",TRASTORNO DEPRESIVO RECURRENTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F340,CICLOTIMIA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F341,DISTIMIA,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F348,OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES,TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F349,"TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO",TRASTORNOS DEL HUMOR [ AFECTIVOS ] PERSISTENTES,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F380,"OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS",OTROS TRASTORNOS DEL HUMOR [ AFECTIVOS ],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F381,"OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES",OTROS TRASTORNOS DEL HUMOR [ AFECTIVOS ],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F388,"OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS",OTROS TRASTORNOS DEL HUMOR [ AFECTIVOS ],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F39X,"TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO","TRASTORNO DEL HUMOR [ AFECTIVO ], NO ESPECIFICADO",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F400,AGORAFOBIA,TRASTORNOS FOBICOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F401,FOBIAS SOCIALES,TRASTORNOS FOBICOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F402,FOBIAS ESPECIFICAS (AISLADAS),TRASTORNOS FOBICOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F408,OTROS TRASTORNOS FOBICOS DE ANSIEDAD,TRASTORNOS FOBICOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F409,"TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO",TRASTORNOS FOBICOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F410,TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA],OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F411,TRASTORNO DE ANSIEDAD GENERALIZADA,OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F412,TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION,OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F413,OTROS TRASTORNOS DE ANSIEDAD MIXTOS,OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F418,OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS,OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F419,"TRASTORNO DE ANSIEDAD, NO ESPECIFICADO",OTROS TRASTORNOS DE ANSIEDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F420,PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS,TRASTORNO OBSESIVO-COMPULSIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F421,PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS],TRASTORNO OBSESIVO-COMPULSIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F422,ACTOS E IDEAS OBSESIVAS MIXTOS,TRASTORNO OBSESIVO-COMPULSIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F428,OTROS TRASTORNOS OBSESIVO-COMPULSIVOS,TRASTORNO OBSESIVO-COMPULSIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F429,"TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO",TRASTORNO OBSESIVO-COMPULSIVO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F430,REACCION AL ESTRES AGUDO,REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F431,TRASTORNO DE ESTRES POSTRAUMATICO,REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F432,TRASTORNOS DE ADAPTACION,REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F438,OTRAS REACCIONES AL ESTRES GRAVE,REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F439,"REACCION AL ESTRES GRAVE, NO ESPECIFICADA",REACCION AL ESTRES GRAVE Y TRASTORNOS DE ADAPTACION,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F440,AMNESIA DISOCIATIVA,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F441,FUGA DISOCIATIVA,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F442,ESTUPOR DISOCIATIVO,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F443,TRASTORNOS DE TRANCE Y DE POSESION,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F444,TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F445,CONVULSIONES DISOCIATIVAS,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F446,ANESTESIA DISOCIATIVA Y PERDIDA SENSORIAL,TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F447,TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION],TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F448,OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION],TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F449,"TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO",TRASTORNOS DISOCIATIVOS [DE CONVERSION],SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F450,TRASTORNO DE SOMATIZACION,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F451,TRASTORNO SOMATOMORFO INDIFERENCIADO,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F452,TRASTORNO HIPOCONDRIACO,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F453,DISFUNCION AUTONOMICA SOMATOMORFA,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F454,TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F458,OTROS TRASTORNOS SOMATOMORFOS,TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F459,"TRASTORNO SOMATOMORFO, NO ESPECIFICADO",TRASTORNOS SOMATOMORFOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F480,NEURASTENIA,OTROS TRASTORNOS NEUROTICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F481,SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD,OTROS TRASTORNOS NEUROTICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F488,OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS,OTROS TRASTORNOS NEUROTICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F489,"TRASTORNO NEUROTICO, NO ESPECIFICADO",OTROS TRASTORNOS NEUROTICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F500,ANOREXIA NERVIOSA,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F501,ANOREXIA NERVIOSA ATIPICA,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F502,BULIMIA NERVIOSA,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F503,BULIMIA NERVIOSA ATIPICA,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F504,HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F505,VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F508,OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS,TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F509,"TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO",TRASTORNOS DE LA INGESTION DE ALIMENTOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F510,INSOMNIO NO ORGANICO,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F511,HIPERSOMNIO NO ORGANICO,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F512,TRASTORNO NO ORGANICO DEL CICLO SUENO-VIGILIA,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F513,SONAMBULISMO,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F514,TERRORES DEL SUENO [TERRORES NOCTURNOS],TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F515,PESADILLAS,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F518,OTROS TRASTORNOS NO ORGANICOS DEL SUENO,TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F519,"TRASTORNO NO ORGANICO DEL SUENO, NO ESPECIFICADO",TRASTORNOS NO ORGANICOS DEL SUENO,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F520,FALTA O PERDIDA DEL DESEO SEXUAL,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F521,AVERSION AL SEXO Y FALTA DE GOCE SEXUAL,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F522,FALLA DE LA RESPUESTA GENITAL,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F523,DISFUNCION ORGASMICA,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F524,EYACULACION PRECOZ,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F525,VAGINISMO NO ORGANICO,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F526,DISPAREUNIA NO ORGANICA,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F527,IMPULSO SEXUAL EXCESIVO,DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F528,"OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS",DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F529,"DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA",DISFUNCION SEXUAL NO OCASIONADA POR TRASTORNO NI ENFERMEDAD ORGANICOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F530,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F531,"TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F538,"OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F539,"TRASTORNO MENTAL PUERPERAL, NO ESPECIFICADO","TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F54X,FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE,FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F55X,ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA,ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F59X,"SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS","SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F600,TRASTORNO PARANOIDE DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F601,TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F602,TRASTORNO ASOCIAL DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F603,TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F604,TRASTORNO HISTRIONICO DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F605,TRASTORNO ANANCASTICO DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F606,"TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA)",TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F607,TRASTORNO DE LA PERSONALIDAD DEPENDIENTE,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F608,OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F609,"TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO",TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F61X,TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD,TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F620,CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA,"CAMBIOS PERDURABLES DE LA PERSONALIDAD, NO ATRIBUIBLES A LESION O A ENFERMEDAD CEREBRAL",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F621,CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA,"CAMBIOS PERDURABLES DE LA PERSONALIDAD, NO ATRIBUIBLES A LESION O A ENFERMEDAD CEREBRAL",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F628,OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD,"CAMBIOS PERDURABLES DE LA PERSONALIDAD, NO ATRIBUIBLES A LESION O A ENFERMEDAD CEREBRAL",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F629,"CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO","CAMBIOS PERDURABLES DE LA PERSONALIDAD, NO ATRIBUIBLES A LESION O A ENFERMEDAD CEREBRAL",SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F630,JUEGO PATOLOGICO,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
F631,PIROMANIA,TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS,SI,TRASTORNOS MENTALES Y DEL COMPORTAMIENTO (F00-F99)
